REPORT_RECEIVED_DATE,IYEAR,REPORT_TYPE,OPERATOR_ID,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,RESTART_DATETIME,IGNITE_IND,UPSTREAM_ACTION_TAKEN,ON_OFF_SHORE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,CROSSING,SYSTEM_PART_INVOLVED,ITEM_INVOLVED,PIPE_DIAMETER,PIPE_MANUFACTURER,COATING,COATING_APPLIED_IND,INSTALLATION_YEAR,MANUFACTURED_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,CLASS_LOCATION_TYPE,COULD_BE_HCA,PIR_RADIUS,HEAT_DAMAGE_IND,EST_COST_OPER_PAID,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,GAS_COST_IN_MCF,PRPTY,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,WILDLIFE_IMPACT_IND,ACCIDENT_PSIG,GAS_FLOW_IN_PIPE_IN_MCF,MOP_PSIG,ACCIDENT_PRESSURE,PIPELINE_FUNCTION,ACCIDENT_IDENTIFIER,INVESTIGATION_STATUS,CAUSE,CAUSE_DETAILS,INCIDENT
8/1/2013,2013,ORIGINAL,13480,NIAGARA MOHAWK POWER CORP,SYRACUSE,NY,NATURAL GAS,2900,0,NO,0,NO,0,YES,7/3/2013 14:56,7/18/2013 17:25,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,48,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,6.625,LTV STEEL,EXTRUDED POLYEHYLENE,,1991,1990,CARBON STEEL,OTHER,,,,CLASS 2 LOCATION,YES,100,NO,0,10473,0,651500,1000,,662973,,,,,,450,,473,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,1
7/26/2013,2013,ORIGINAL FINAL,31618,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,NATURAL GAS,6195,0,NO,0,NO,0,YES,7/1/2013 16:45,7/2/2013 15:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,OTHER,,,0,,,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,645,NO,0,21868,0,8861,0,,30729,,,,,,760,,899,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,1
7/30/2013,2013,SUPPLEMENTAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,SAN RAMON,CA,NATURAL GAS,71596,,NO,0,NO,0,NO,,,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,VALVE,,,0,,1950,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,240,NO,0,281157,0,100,900,,282157,,,,,,746,,757,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
7/29/2013,2013,SUPPLEMENTAL FINAL,26330,ENOGEX LLC,HOUSTON,TX,NATURAL GAS,18950,4500,NO,0,NO,0,YES,6/29/2013 9:15,7/2/2013 16:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,4.5,VULCAN SUPPLY,COAL TAR,,1980,1980,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,86,NO,0,36853,8751,32853,8000,,86457,,,,,,811,,907,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
7/24/2013,2013,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,26151.8,,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES","ESD SYSTEM, BUT EXCLUDING PRODUCT DRAIN LINES AND TUBING",,,0,,2006,,CARBON STEEL,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,578,NO,0,96500,0,150,0,,96650,,,,,,754.9,,780,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
7/9/2013,2013,SUPPLEMENTAL FINAL,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,TULSA,OK,NATURAL GAS,50,10326,NO,0,NO,0,YES,6/28/2013 15:30,2/19/2014 12:00,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",VALVE,,,0,,1959,,CARBON STEEL,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,434,NO,0,180,37350,200000,10000,,247530,,,,,,735,,1168,PRESSURE DID NOT EXCEED MAOP,OFFSHORE GATHERING,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,1
7/19/2013,2013,SUPPLEMENTAL FINAL,13063,NATIONAL FUEL GAS SUPPLY CORP,WILLIAMSVILLE,NY,NATURAL GAS,6486,0,NO,0,NO,0,YES,6/22/2013 6:04,,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,48,NO,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",PIPE,4,UNKNOWN,EXTRUDED POLYEHYLENE,,1973,1973,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,118,NO,0,25000,0,20000,3000,,48000,,,,,,1350,,1440,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION IN STORAGE FIELD,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
7/16/2013,2013,SUPPLEMENTAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LP",HOUSTON,TX,NATURAL GAS,13111,0,NO,0,NO,0,NO,,,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,30,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",OTHER,,,0,,1940,,CARBON STEEL,LEAK,,,CONNECTION FAILURE,CLASS 1 LOCATION,NO,44,NO,0,50000,0,50,400,,50450,,,,,,300,,460,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",1
7/19/2013,2013,SUPPLEMENTAL FINAL,405,ANR PIPELINE CO,HOUSTON,TX,NATURAL GAS,91400,,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1959,,CARBON STEEL,LEAK,,,OTHER,CLASS 2 LOCATION,YES,664,NO,0,40000,0,5980,12673,,58653,,,,,,741,,850,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
7/17/2013,2013,SUPPLEMENTAL FINAL,5304,FLORIDA GAS TRANSMISSION CO,HOUSTON,TX,NATURAL GAS,86000,0,NO,0,YES,2,YES,6/18/2013 6:10,7/19/2013 19:29,YES,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,30,KAISER,BUCOTE,,1966,1966,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,646,YES,246481,354000,0,2199000,263000,,3062481,,,,,,952,,975,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
7/9/2013,2013,SUPPLEMENTAL FINAL,4280,EL PASO NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,29163,,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,1953,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,YES,599,NO,0,89778,0,0,200,,89978,,,,,,791,,836,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN AN OVERPRESSURE",1
7/12/2013,2013,SUPPLEMENTAL FINAL,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",LAKEWOOD,CO,NATURAL GAS,6142,2141,NO,0,NO,0,YES,6/13/2013 20:30,6/17/2013 15:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,60,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12,REPUBLIC STEEL,COAL TAR,,1963,1963,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,290,NO,0,29024,0,200,5216,,260692,,,,,,815,,865,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,1
7/10/2013,2013,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,3235,314,NO,0,NO,0,YES,6/12/2013 0:20,6/12/2013 5:20,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1950,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,634,NO,0,29308,1226,0,1800,,32334,,,,,,931.7,,936,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
7/3/2013,2013,ORIGINAL,2714,"DOMINION TRANSMISSION, INC",BRIDGEPORT,WV,,23856,,NO,0,NO,0,YES,6/10/2013 6:10,6/17/2013 17:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,1996,,CARBON STEEL,RUPTURE,,,,CLASS 2 LOCATION,NO,390,NO,3000,102000,0,350000,0,,455000,,,,,,1002,,1250,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT COMPRESSOR), VESSEL PLATE, OR OTHER MATERIAL",1
7/2/2013,2013,SUPPLEMENTAL FINAL,19235,TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP),HOUSTON,TX,NATURAL GAS,6409,0,NO,0,NO,0,YES,6/4/2013 13:00,6/7/2013 13:00,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,16,U.S. STEEL,CONCRETE AND SOMASTIC,,1975,1975,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,419,NO,0,22432,0,787000,0,,809432,,,,,,964,,1438,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
6/20/2013,2013,SUPPLEMENTAL FINAL,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,TULSA,OK,,0,0,NO,0,NO,0,,,,YES,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,EXPOSED DUE TO EXCAVATION,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,PIPE,30,UNKNOWN,COAL TAR,,1960,1960,CARBON STEEL,OTHER,,,,CLASS 2 LOCATION,NO,585,NO,0,0,0,0,0,,0,,,,,,0,,800,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
6/28/2013,2013,SUPPLEMENTAL FINAL,22435,WEST TEXAS GAS INC,MIDLAND,TX,NATURAL GAS,126.8,344.5,NO,0,NO,0,YES,5/31/2013 14:41,5/31/2013 20:30,YES,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,40,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,6,UNKNOWN,COAL TAR,,1940,1940,CARBON STEEL,MECHANICAL PUNCTURE,2,3.5,,CLASS 1 LOCATION,NO,102,NO,792000,508,1378,3886,3200,,800972,,,,,,295,,397,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),1
6/27/2013,2013,SUPPLEMENTAL FINAL,5304,FLORIDA GAS TRANSMISSION CO,HOUSTON,TX,NATURAL GAS,1443.2,2894.25,NO,0,NO,0,YES,5/30/2013 1:25,6/11/2013 18:35,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,72,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,14,REPUBLIC,COLD APPLIED TAPE,,1959,1959,CARBON STEEL,LEAK,,,PINHOLE,CLASS 3 LOCATION,YES,265,NO,0,6061,10911,130000,0,,146972,,,,,,675,,750,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,1
6/20/2013,2013,ORIGINAL FINAL,405,ANR PIPELINE CO,HOUSTON,TX,NATURAL GAS,1000,2500,NO,0,NO,0,YES,5/23/2013 8:00,6/10/2013 16:14,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,12,KAISER STEEL,UNKNOWN,,1979,1979,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,347,NO,0,5000,10000,270000,5000,,290000,,,,,,846,,1200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,AIR PATROL,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
6/21/2013,2013,SUPPLEMENTAL FINAL,32005,"CROSSTEX LIG, LLC",DALLAS,TX,NATURAL GAS,23,10,NO,0,NO,0,YES,5/22/2013 12:35,11/5/2013 6:59,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,6,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,6,UNITED STATES STEEL,COAL TAR,,1978,1978,CARBON STEEL,RUPTURE,,,,CLASS 3 LOCATION,NO,87,NO,0,90,30,311000,0,,311120,,,,,,350,,450,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,ROUTINE OR NORMAL FISHING OR OTHER MARITIME ACTIVITY NOT ENGAGED IN EXCAVATION,1
6/20/2013,2013,SUPPLEMENTAL FINAL,12408,DTE GAS COMPANY,DETROIT,MI,NATURAL GAS,484,0,NO,0,NO,0,YES,5/21/2013 13:25,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,FILTER/STRAINER/SEPARATOR,,,0,,2006,,CARBON STEEL,LEAK,,,CRACK,CLASS 1 LOCATION,NO,43,NO,30000,1935,0,119000,1000,,151935,,,,,,500,,686,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",1
6/18/2013,2013,SUPPLEMENTAL FINAL,14210,OKLAHOMA NATURAL GAS CO,OKLAHOMA CITY,OK,,29,414,NO,0,NO,0,YES,5/20/2013 15:50,10/31/2013 11:15,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,OTHER,,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",DRAIN LINES,,,0,,1946,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,250,NO,0,161,2296,2334770,2500,,2339727,,,,,,400,,500,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,1
6/17/2013,2013,ORIGINAL FINAL,13769,NORTHERN BORDER PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,49000,0,NO,0,NO,0,YES,5/19/2013 4:55,5/19/2013 6:44,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1982,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,1098,NO,0,206626,0,500,1380,,208506,,,,,,755,,1435,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
6/11/2013,2013,ORIGINAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,3632,0,NO,0,NO,0,YES,5/17/2013 17:04,5/17/2013 19:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1954,,CARBON STEEL,OTHER,,,,CLASS 3 LOCATION,YES,454,NO,0,14400,0,0,300,,14700,,,,,,633,,750,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN AN OVERPRESSURE",1
6/11/2013,2013,ORIGINAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,250,1405,NO,0,NO,0,YES,5/16/2013 19:15,5/23/2013 8:34,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",REPAIR SLEEVE OR CLAMP,,,0,,1992,,CARBON STEEL,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,187,NO,0,1010,5660,275000,1500,,283170,,,,,,800,,992,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,AIR PATROL,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,1
6/7/2013,2013,SUPPLEMENTAL FINAL,18484,SOUTHERN CALIFORNIA GAS CO,LOS ANGELES,CA,NATURAL GAS,11300,0,NO,0,NO,0,YES,5/10/2013 16:33,5/12/2013 23:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,32,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,10,UNKNOWN,NONE,,1932,1932,CARBON STEEL,MECHANICAL PUNCTURE,8,11,,CLASS 1 LOCATION,NO,148,NO,0,68000,0,250000,1000,,319000,,,,,,362,,400,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
